School Code,School Name,School Address1,School Address2,School City,School Province,School Postal Code,School Phone
3145,Centennial School,5310 - 55 Avenue,,Wetaskiwin,AB,T9A1A5,(780) 352-5088
3146,Norwood School,5505 - 44 Street,,Wetaskiwin,AB,T9A2Z8,(780) 352-3782
3148,Wetaskiwin Outreach,4705 - 47 Avenue,,Wetaskiwin,AB,T9A0J6,(780) 352-3655
3170,Sacred Heart School,4419 - 52 Avenue,,Wetaskiwin,AB,T9A2X7,(780) 352-5533
3192,Peace Hills Adventist School,R.R. 3,,Wetaskiwin,AB,T9A1X1,(780) 352-8555
3193,Mamawi Atosketan Native School,R.R. 2,,Ponoka,AB,T4J1R2,(403) 783-4362
3194,NorQuest College (Wetaskiwin),5502 49 Avenue,,Wetaskiwin,AB,T9A3P3,(780) 644-5859
3201,Ecole Bellevue School,5103 - 50 Avenue,,Beaumont,AB,T4X1K4,(780) 929-8663
3202,Breton High School,P.O. Box 676,,Breton,AB,T0C0P0,(780) 696-3633
3203,Breton Elementary School,P.O. Box 220,,Breton,AB,T0C0P0,(780) 696-3555
3204,Ecole J E Lapointe School,4801 - 55 Avenue,,Beaumont,AB,T4X1K2,(780) 929-5988
3206,Calmar Secondary School,Box 30,,Calmar,AB,T0C0V0,(780) 985-3515
3210,Caledonia Park School,3206 Coady Boulevard,,Leduc,AB,T9E7J8,(780) 986-7888
3211,Ecole Corinthia Park School,127 Corinthia Drive,,Leduc,AB,T9E7J2,(780) 986-8404
3212,Leduc Composite High School,4308 - 50 Street,,Leduc,AB,T9E6K8,(780) 986-2248
3213,Ecole Leduc Junior High School,4412 - 48 Street,,Leduc,AB,T9E7J3,(780) 986-2184
3214,East Elementary School,4503 - 45 Street,,Leduc,AB,T9E7K4,(780) 986-8421
3215,Linsford Park School,4502 - 51 Street,,Leduc,AB,T9E7J7,(780) 986-8474
3217,Willow Park School,5212 - 52 Street,,Leduc,AB,T9E6V6,(780) 986-8456
3220,New Sarepta Community High School,5150 Centre Street,"
P.O. Box 10",New Sarepta,AB,T0B3M0,(780) 941-3924
3221,New Sarepta Elementary School,5051 - 2 Street S.,"
P.O. Box 160",New Sarepta,AB,T0B3M0,(780) 941-3927
3222,Thorsby Junior Senior High School,P.O. Box 500,,Thorsby,AB,T0C2P0,(780) 789-3983
3223,Thorsby Elementary School,5301 - 48 Avenue,"
P.O. Box 240",Thorsby,AB,T0C2P0,(780) 789-3776
3224,Ecole Beau Meadow School,4322 - 44 Street,,Beaumont,AB,T4X1K3,(780) 929-2175
3226,Warburg School,P.O. Box 330,,Warburg,AB,T0C2T0,(780) 848-2822
3228,Warburg Colony School,P.O. Box 270,,Warburg,AB,T0C2T0,(780) 848-2424
3231,Ecole Secondaire Beaumont Composite High School,5417 - 43 Avenue,,Beaumont,AB,T4X1K1,(780) 929-6282
3232,École Leduc Estates School,95 Alton Drive,,Leduc,AB,T9E5K4,(780) 986-6750
3234,Ecole Coloniale Estates School,37 Coloniale Way,,Beaumont,AB,T4X1M7,(780) 929-5904
3235,John Maland High School,105 Athabasca Avenue,,Devon,AB,T9G1A4,(780) 987-3709
3236,Robina Baker Elementary School,1 Jasper Court S.,,Devon,AB,T9G1A2,(780) 987-3705
3237,Riverview Middle School,165 Athabasca Drive,,Devon,AB,T9G1A5,(780) 987-2204
3238,Black Gold Outreach School,"104, 4330 Black Gold Drive",,Leduc,AB,T9E3C3,(780) 986-9466
3270,École Notre Dame School,66 South Park Drive,,Leduc,AB,T9E7J1,(780) 986-9300
3271,St. Benedict School,75 Alton Drive,,Leduc,AB,T9E7K1,(780) 986-7480
3272,Christ the King School,3511 Rollyview Road,,Leduc,AB,T9E6N4,(780) 986-6859
3290,Devon Christian School,205 Miquelon Avenue West,,Devon,AB,T9G0L8,(780) 987-4157
3301,Ardrossan Junior Senior High School,53129 Range Road 222,,Ardrossan,AB,T8E2M8,(780) 922-2228
3303,Ecole Ardrossan Elementary School,53131 Range Road 222,,Ardrossan,AB,T8E2M8,(780) 922-2066
3304,Uncas Elementary School,21313 Township Road 524,,Ardrossan,AB,T8G2G2,(780) 922-4025
3307,Sherwood Park Next Step I Outreach School,"Room 124, 20 Festival Way",,Sherwood Park,AB,T8A4Y1,(780) 464-1899
3310,Fort Saskatchewan Next Step II Outreach School,9807-108 Street,,Fort Saskatchewan,AB,T8L2J3,(780) 992-0101
3311,Fort Saskatchewan High School,10002 - 97 Avenue,,Fort Saskatchewan,AB,T8L1R2,(780) 998-3751
3313,Fort Saskatchewan Elementary School,9802 - 101 Street,,Fort Saskatchewan,AB,T8L1V4,(780) 998-7771
3316,Win Ferguson Community School,9529 - 89 Street,,Fort Saskatchewan,AB,T8L1J2,(780) 998-1441
3321,F. R. Haythorne School,300 Colwill Boulevard,,Sherwood Park,AB,T8A5R7,(780) 467-3800
3322,Salisbury Composite High School,20 Festival Way,,Sherwood Park,AB,T8A4Y1,(780) 467-8816
3323,Sherwood Heights Junior High School,241 Fir Street,,Sherwood Park,AB,T8A2G6,(780) 467-5930
3324,Brentwood School,28 Heron Road,,Sherwood Park,AB,T8A0H2,(780) 467-5591
3325,Ecole Campbelltown School,271 Conifer Street,,Sherwood Park,AB,T8A1M4,(780) 467-5143
3326,Pine Street School,133 Pine Street,,Sherwood Park,AB,T8A1H2,(780) 467-2246
3328,Westboro Elementary School,1078 Strathcona Drive,,Sherwood Park,AB,T8A0Z9,(780) 467-7751
3329,Mills Haven Elementary School,73 Main Boulevard,,Sherwood Park,AB,T8A0R1,(780) 467-5556
3330,Clover Bar Junior High School,50 Main Boulevard,,Sherwood Park,AB,T8A0R2,(780) 467-2295
3332,Castle School,55262 Range Road 214,"
R.R. 2",Fort Saskatchewan,AB,T8L4A3,(780) 998-0784
3333,Glen Allan Elementary School,106 Georgian Way,,Sherwood Park,AB,T8A2V9,(780) 467-5519
3334,Wes Hosford School,207 Granada Boulevard,,Sherwood Park,AB,T8A3R5,(780) 464-1711
3335,Fultonvale Elementary Junior High School,52029 Range Road 224,,Sherwood Park,AB,T8C1B5,(780) 922-3058
3336,Woodbridge Farms School,1127 Parker Drive,,Sherwood Park,AB,T8A4E5,(780) 464-3330
3339,Salisbury Composite (Evening),1604 Sherwood Drive,,Sherwood Park,AB,T8A0Z2,(780) 467-7292
3340,Bev Facey Community High School,99 Colwill Boulevard,,Sherwood Park,AB,T8A4V5,(780) 467-0044
3341,James Mowat School,9625 - 82 Street,,Fort Saskatchewan,AB,T8L3T6,(780) 992-1272
3392,Guthrie School,Box 299,"
Bldg 198, Range Road 244",Lancaster Park,AB,T0A2H0,(780) 973-3111
3395,Strathcona Christian Academy,1011 Cloverbar Road,,Sherwood Park,AB,T8A4V7,(780) 464-7127
3397,Fort Saskatchewan Christian School,9806 - 101 Street, ,Fort Saskatchewan,AB,T8L1V4,(780) 998-7044
3399,Manning Adult Learning Centre,Edmonton Institution,"
Box 2290",Edmonton,AB,T5K0K5,(780) 472-6052
3401,Andrew School,P.O. Box 390,,Andrew,AB,T0B0C0,(780) 365-3501
3404,Lamont High School,General Delivery,,Lamont,AB,T0B2R0,(780) 895-2228
3405,Lamont Elementary School,P.O. Bag 540,,Lamont,AB,T0B2R0,(780) 895-2269
3406,Mundare School,P.O. Box 319,,Mundare,AB,T0B3H0,(780) 764-3962
3409,Bruderheim Community School,P.O. Box 190,,Bruderheim,AB,T0B0S0,(780) 796-3936
3503,Iron Creek Colony School,5402 - 48A Avenue,,Camrose,AB,T4V0L3,(780) 672-6131
3505,Battle River Home Schools,"Suite 2, 4412 56 St",,Camrose,AB,T4V5K4,(780) 672-2205
3506,Ryley School,P.O. Box 26,,Ryley,AB,T0B4A0,(780) 663-3682
3508,Tofield School,P.O. Box 990,,Tofield,AB,T0B4J0,(780) 662-3133
3509,C W Sears Elementary School,PO Box 509,,Tofield,AB,T0B4J0,(780) 662-3010
3510,Viking School,P.O. Box 720,,Viking,AB,T0B4N0,(780) 336-3352
3511,Viking Colony School,5402 - 48A Avenue,,Camrose,AB,T4V0L3,(780) 672-6131
3512,Holden Colony School,5402 - 48A Avenue,,Camrose,AB,T4V0L3,(780) 672-6131
3602,Delnorte School,P. O. Box 189,,Innisfree,AB,T0B2G0,(780) 592-3963
3604,Mannville School,P.O. Box 30,,Mannville,AB,T0B2W0,(780) 763-3615
3610,Vegreville Composite High School,P.O. Box 1348,,Vegreville,AB,T9C1S5,(780) 632-3341
3611,A. L. Horton Elementary School,5037 - 48 Avenue,,Vegreville,AB,T9C1L8,(780) 632-3113
3614,Percy Lake Colony School,P.O. Box 60,,Minburn,AB,T0B3B0,(780) 593-2220
3615,Pleasant Ridge Colony School,P.O. Box 549,,Vegreville,AB,T9C1R6,(780) 658-2609
3616,Creighton Colony School,P.O. Box 478,,Mannville,AB,T0B2W0,(780) 763-2221
3670,St. Martin's Catholic School,4314 - 54A Avenue,,Vegreville,AB,T9C1C8,(780) 632-2266
3671,St. Mary's Catholic High School,4434 - 53 Street,,Vegreville,AB,T9C1A1,(780) 632-3934
3694,Kisipatinâhk School,P.O. Box 1290,,Maskwacis,AB,T0C1N0,(780) 585-0035
3703,New Myrnam School,P.O. Box 160,,Myrnam,AB,T0B3K0,(780) 366-3801
3707,Two Hills School,P.O. Box 427,,Two Hills,AB,T0B4K0,(780) 657-3383
3711,Plain Lake Colony School,Box 720,,Two Hills,AB,T0B4K0,(780) 657-2873
3803,Dewberry School,P.O. Box 89,,Dewberry,AB,T0B1G0,(780) 847-3051
3805,Kitscoty Elementary School,P.O. Box 450,,Kitscoty,AB,T0B2P0,(780) 846-2822
3806,Kitscoty Junior Senior High School,P.O. Box 300,,Kitscoty,AB,T0B2P0,(780) 846-2121
3808,Marwayne Jubilee School,Box 99,,Marwayne,AB,T0B2X0,(780) 847-3930
3809,Autumn Leaf Colony School,c/o Springridge Holdings,"
P.O. Box 2929",Wainwright,AB,T9W1S8,(780) 842-2221
3811,E. H. Walter School,P.O. BOX 60,,Paradise Valley,AB,T0B3R0,(780) 745-2277
3815,J. R. Robson School,5102 - 46 Street,,Vermilion,AB,T9X1G5,(780) 853-4177
3816,Vermilion Elementary School,4837 - 44 Street,,Vermilion,AB,T9X1G3,(780) 853-5444
3821,South Ferriby Colony School,P.O. Box 599,,Marwayne,AB,T0B2X0,(780) 847-2515
3840,Lloydminster Comprehensive High School,5615 - 42 Street,,Lloydminster,AB,T9V0A2,(780) 875-5513
3841,Lakeland College (Lloydminster),Vermilion Campus,5707 - 47 Avenue W.,Vermilion,AB,T9X1K5,(780) 871-5700
3842,Barr Colony,3103 - 52 Avenue,,Lloydminster,AB,T9V1M9,(780) 875-4054
3845,Queen Elizabeth,5512 - 51 Avenue,,Lloydminster,AB,T9V0Y7,(780) 875-5090
3846,Rendell Park,3401 - 57 Avenue,,Lloydminster,AB,T9V2K6,(780) 875-7278
3848,Bishop Lloyd,5524 - 31 Street,,Lloydminster,AB,T9V1W1,(780) 875-6239
3852,Holy Rosary High School,6611A 39 St,,Lloydminster,AB,T9V2Z4,(780) 875-3600
3853,St. Joseph's Elementary School,5706 27 St,,Lloydminster,AB,T9V2B8,(780) 875-2442
3854,St. Thomas Elementary School,6524 35 St,,Lloydminster,AB,T9V3H1,(780) 875-5366
3870,St. Jerome's School,4820 - 46 Street,,Vermilion,AB,T9X1G2,(780) 853-5251
3890,Lakeland College (Vermillion),Vermilion Campus,"
5707 - 47 Avenue W.",Vermilion,AB,T9X1K5,(780) 853-8624
3892,Lakeland Country School,P.O. Box 99,,Dewberry,AB,T0B1G0,(780) 847-2292
3893,Hilltop Christian School,P.O. Box 211,,Fort Vermilion,AB,T0H1N0,(780) 927-4540
3902,Dr. Folkins Community School,P.O. Box 129,,Chauvin,AB,T0B0V0,(780) 858-3744
3904,Edgerton Public School,P.O. Box 29,,Edgerton,AB,T0B1K0,(780) 755-3810
3906,Irma School,P.O. Box 250,,Irma,AB,T0B2H0,(780) 754-3746
3909,Wainwright High School,800 - 6 Street,,Wainwright,AB,T9W2R5,(780) 842-4481
3910,Wainwright Elementary School,905 - 10 Street,,Wainwright,AB,T9W2R6,(780) 842-3361
3912,Holt Colony School,P.O. Box 415,,Irma,AB,T0B2H0,(780) 754-2823
3913,Ribstone Colony School,P.O. Box 59,,Edgerton,AB,T0B1K0,(780) 842-8027
3970,Blessed Sacrament School,1321 - 4 Avenue,,Wainwright,AB,T9W2R7,(780) 842-3808
3971,Hope Home Schooling,5212 Railway Avenue,,Vermilion,AB,T9X1C2,(780) 853-2188
3972,School of Hope,5212 Railway Ave.,,Vermilion,AB,T9X1C2,(780) 853-2188
4101,Caroline School,P.O. Box 147,,Caroline,AB,T0M0M0,(403) 722-3833
4102,David Thompson School,R.R. 1,,Condor,AB,T0M0P0,(403) 729-3930
4103,Charlotte Small Elementary School,General Delivery,,Condor,AB,T0M0P0,(403) 729-3868
4105,West Central High School,5506 - 50 Street,,Rocky Mountain House,AB,T4T1W7,(403) 845-3711
4106,Ecole Rocky Elementary School,4703 - 50th Avenue,,Rocky Mountain House,AB,T4T1S4,(403) 845-3541
4107,Lochearn Elementary School,5416 - 54 Street,,Rocky Mountain House,AB,T4T1S6,(403) 845-3721
4109,Pioneer School,5516 - 54 Street,,Rocky Mountain House,AB,T4T1S7,(403) 845-2468
4111,Kootenay School,5821 - 65 Avenue,,Rocky Mountain House,AB,T4T1N6,(403) 845-2142
4170,St. Matthews Catholic School,5735 - 58 Street,,Rocky Mountain House,AB,T4T1S2,(403) 845-2836
4190,Taotha School,P.O. Box 39,,Nordegg,AB,T0M2H0,(403) 721-3989
4191,O'Chiese School,P.O. Box 337,"
#1 Education Lane",Rocky Mountain House,AB,T4T1A3,(587) 798-0425
4192,Rocky Christian School,5204 - 54 Avenue,,Rocky Mountain House,AB,T4T1S5,(403) 845-3516
4195,Pembina Ed Cons - Rocky Mtn,P.O. Box 1330,,Rocky Mountain House,AB,T0M1T0,(403) 845-7200
4201,Bluffton School,"P.O. Box 1, Site 2","
R.R. 1",Bluffton,AB,T0C0M0,(403) 785-0729
4202,Crestomere School,R.R. 3,,Lacombe,AB,T4L2N3,(403) 783-2141
4203,The Brick Learning Centre,6000 Highway 2A,,Ponoka,AB,T4J1P6,(403) 783-5464
4204,Mecca Glen School,R.R. 1,,Ponoka,AB,T4J1R1,(403) 783-2463
4205,Ponoka Secondary Campus,6100 - 54 Street,,Ponoka,AB,T4J1N9,(403) 783-4411
4207,Ponoka Elementary School,5510 - 48 Avenue,,Ponoka,AB,T4J1N7,(403) 783-3583
4209,Rimbey Junior Senior High School,P.O. Box 620,,Rimbey,AB,T0C2J0,
4210,Rimbey Elementary School,P.O. Box 710,,Rimbey,AB,T0C2J0,(403) 843-3751
4213,Ferrybank Colony School,6000 Highway 2A,,Ponoka,AB,T4J1P6,(403) 783-6775
4270,St. Augustine School,5520 - 45 Avenue Crescent,,Ponoka,AB,T4J1N6,(403) 704-1155
4282,Mimiw Sakahikan School,P.O. Box 154,,Ma-Me-O Beach,AB,T0C1X0,(780) 586-3808
4284,Ermineskin Kindergarten,P.O. Box 600,,Maskwacis,AB,T0C1N0,(780) 585-3788
4285,Echo Valley Christian School,P.O. Box 19,,Bluffton,AB,T0C0M0,(403) 843-2165
4287,Grace Marie Swampy Memorial Primary School,P.O. Box 1350,,Maskwacis,AB,T0C1N0,(780) 585-2075
4288,Maskwacîs Cree High School,P.O. Box 990,,Maskwacis,AB,T0C1N0,(780) 585-4449
4289,Maskwachees Cultural School,"2 Saddleback Road North, P.O. ",,Maskwacis,AB,T0C1N0,(780) 585-3925
4290,Maskwacîs Cree Junior High School,P.O. Box 249,,Maskwacis,AB,T0C1N0,(780) 585-3931
4291,Ermineskin Elementary School,P.O. Box 420,,Maskwacis,AB,T0C1N0,(780) 585-3760
4292,Nipisihkopahk Elementary School,P.O. Box 369,,Maskwacis,AB,T0C1N0,(780) 585-2244
4293,Woodlands Adventist School,"Box 16, Site 2, R.R. 3",,Ponoka,AB,T4J1R3,
4294,Ponoka Christian School,6300 - 50 Street,,Ponoka,AB,T4J1V3,(403) 783-6563
4298,Rimbey Christian School,P.O. Box 90,,Rimbey,AB,T0C2J0,(403) 843-4790
4299,Wolf Creek Education Centre,P.O. Box 1000,,Ponoka,AB,T4J1R8,(403) 783-7623
4301,Alix (Mirror and Alix Central),P.O. Box 160,,Alix,AB,T0C0B0,(403) 747-2778
4302,Bentley School,P.O. Box 299,,Bentley,AB,T0C0J0,(403) 748-3770
4304,Iron Ridge Junior Campus,P.O. Box 1240,,Blackfalds,AB,T0M0J0,(403) 885-1885
4305,Clive School,General Delivery,,Clive,AB,T0C0Y0,(403) 784-3354
4306,Eckville Junior Senior High School,P.O. Box 360,,Eckville,AB,T0M0X0,
4307,Ecole Secondaire Lacombe Composite High School,5628 - 56 Avenue,,Lacombe,AB,T4L1G6,(403) 782-6615
4308,Ecole Lacombe Junior High School,5830 - 50 Street,,Lacombe,AB,T4L1G5,(403) 782-3812
4309,Ecole James S. McCormick School,5424 - 50 Street,,Lacombe,AB,T4L1G2,(403) 782-3096
4310,Terrace Ridge School,6739 C & E Trail,,Lacombe,AB,T4L2P2,(403) 782-0050
4315,Eckville Elementary School,P.O. Box 476,,Eckville,AB,T0M0X0,(403) 746-2297
4316,Pleasant Valley Colony School,R.R. 1,,Clive,AB,T0C0Y0,(403) 784-2080
4317,Leedale Hutterite Colony,Box 590,,Rimbey,AB,T0C2J0,(403) 843-3455
4319,Ecole Lacombe Upper Elementary School,5414 - 50 Street,,Lacombe,AB,T4L1G4,(403) 782-7410
4320,Alix Colony School,P.O. Box 369,,Alix,AB,T0C0B0,(403) 747-2204
4321,Home Schooling,"P.O. Bag 6000, Highway 2A",,Ponoka,AB,T4J1P6,
4322,Lacombe Outreach School,5830 53 St,,Lacombe,AB,T4L0K6,(403) 782-7438
4390,College Heights Christian School,5201 College Avenue,,Lacombe,AB,T4L1Z6,
4392,Lacombe Christian School,5206 - 58 Street,,Lacombe,AB,T4L1G9,(403) 782-6531
4394,Lighthouse Christian School,4290 50 Street,,Sylvan Lake,AB,T4S0H3,(403) 887-2166
4395,Sunchild First Nation School,P.O. Box 1149,,Rocky Mountain House,AB,T4T1A8,(403) 989-3476
4402,Bowden (Grandview) School,P.O. Box 40,,Bowden,AB,T0M0K0,(403) 224-3250
4403,Delburne Centralized School,P.O. Box 280,,Delburne,AB,T0M0V0,(403) 749-3838
4404,Elnora School,P.O. Box 530,,Elnora,AB,T0M0Y0,(403) 773-3624
4405,Innisfail High School,4459 - 51 Avenue,,Innisfail,AB,T4G1A8,(403) 227-3244
4406,École John Wilson Elementary School,4401 - 52 Avenue,,Innisfail,AB,T4G1A7,(403) 227-3292
4407,Penhold Elementary School,P.O. Box 130,,Penhold,AB,T0M1R0,(403) 886-4390
4408,Pine Hill Colony School,C/O Chinook's Edge School Divi,"
4904 50 St",Innisfail ,AB,T4G1W4,(403) 886-2120
4410,Spruce View School,P.O. Box 130,,Spruce View,AB,T0M1V0,(403) 728-3459
4411,École H.J. Cody High School,4520 - 50 Street,,Sylvan Lake,AB,T4S1A4,(403) 887-2412
4412,C. P. Blakely Elementary School,4815 - 43 Street,,Sylvan Lake,AB,T4S1A3,(403) 887-3570
4413,Poplar Ridge School,38458 Rng Rd 283,,Red Deer County,AB,T4E0L9,(403) 343-8821
4414,Jessie Duncan Elementary School,Box 29,,Penhold,AB,T0M1R0,(403) 886-2233
4415,École Steffie Woima Elementary School,4720 - 45 Avenue,,Sylvan Lake,AB,T4S1A5,(403) 887-3088
4416,Penhold Career High School,Box 40,,Penhold,AB,T0M1R0,(403) 346-9998
4417,Sylvan Lake Career High School,"#6, 1 Sylvan Drive",,Sylvan Lake,AB,T4S1J9,(403) 887-3239
4418,Chinook's Edge Summer School,4904 - 50 Street,,Innisfail,AB,T4G1W4,(403) 227-7070
4419,Didsbury Career High School,Box 1800,,Didsbury,AB,T0M0W0,(403) 335-3407
4420,Sundre Learning Centre,Postal Bag #2,,Sundre,AB,T0M1X0,(403) 638-3135
4421,Innisfail Career High School,4459 - 51 Avenue,,Innisfail,AB,T4G1A8,(403) 227-3244
4423,Off Campus Learning,C 5314 - 46 Street,,Olds,AB,T4H1B8,(403) 556-8606
4425,Olds Career High School,C 5314 - 46 Street,,Olds,AB,T4H1B8,(403) 556-8606
4432,Red Deer School District Home Education,#202 5214 47 Avenue,,Red Deer,AB,T4N3P7,(403) 343-1354
4433,Hunting Hills High School,150 Lockwood Avenue,,Red Deer,AB,T4R2M4,(403) 342-6655
4435,Outreach School Centre,8 Page Ave,,Red Deer,AB,T4P2T2,(403) 343-1354
4436,Annie L Gaetz School,32 Mitchell Avenue,,Red Deer,AB,T4N0L6,(403) 347-5660
4437,Central Middle School,5121 - 48 Avenue,,Red Deer,AB,T4N6X3,(403) 346-4397
4439,Eastview Middle School,3929 - 40 Avenue,,Red Deer,AB,T4N2W5,(403) 343-2455
4440,Fairview School,5901 - 55 Street,,Red Deer,AB,T4N7C8,(403) 343-8780
4442,George Wilbert Smith School,17 Springfield Avenue,,Red Deer,AB,T4N0C6,(403) 346-3838
4443,Joseph Welsh School,4401 - 37 Avenue,,Red Deer,AB,T4N2T5,(403) 346-6377
4444,Lindsay Thurber Comprehensive High School,4204 - 58 Street,,Red Deer,AB,T4N2L6,(403) 347-1171
4445,Mountview School,4331 - 34 Street,,Red Deer,AB,T4N0N9,(403) 346-5765
4447,Aspen Heights Elementary School,5869 - 69 Street Drive,,Red Deer,AB,T4P1C3,(403) 347-2581
4448,Oriole Park School,5 Oldbury Street,,Red Deer,AB,T4N5A8,(403) 347-3731
4452,West Park Elementary School,3814 - 55 Avenue,,Red Deer,AB,T4N4N3,(403) 343-1838
4454,Westpark Middle School,3310 - 55 Avenue,,Red Deer,AB,T4N4N1,(403) 347-8911
4455,G H Dawe Community School,"100, 56 Holt Street",,Red Deer,AB,T4N6A6,(403) 343-3288
4457,"Quest, Stabilization and Secure",26 Gunn Street,,Red Deer,AB,T4P2N2,(403) 347-3628
4458,Normandeau School,61 Noble Ave,,Red Deer,AB,T4P2C4,(403) 342-0727
4461,"Quest, Assessment",33 Dixon Crescent,,Red Deer,AB,T4R2H4,(403) 342-7907
4463,Glendale Sciences and Technology School,6375 - 77 Street,,Red Deer,AB,T4P3E9,(403) 340-3100
4464,Aurora Treatment Centre,198 Glendale Boulevard,,Red Deer,AB,T4P3L5,(403) 343-1354
4465,North Cottage High School,5704 - 60 Street,,Red Deer,AB,T4N6V6,(403) 342-2170
4466,Central Alberta Christian High School,22 Eagle Road,,Lacombe,AB,T4L1G7,(403) 782-4535
4469,Oskayak Treatment Centre,74 Denovan Crescent,,Red Deer,AB,T4R1W2,(403) 340-2555
4471,Ecole Secondaire Notre Dame High School,50 Lees Street, ,Red Deer,AB,T4R2P6,(403) 342-4800
4472,Maryview School,3829 - 39 Street,,Red Deer,AB,T4N0Y6,(403) 347-1455
4473,Ecole Camille J Lerouge School,5530 - 42A Avenue,,Red Deer,AB,T4N3A8,(403) 347-7830
4475,St. Martin De Porres School,3911 - 57A Avenue,,Red Deer,AB,T4N4T1,(403) 347-5650
4476,St. Thomas Aquinas School,3821 - 39 Street,,Red Deer,AB,T4N0Y6,(403) 346-8951
4477,St. Elizabeth Seton School,35 Addinell Avenue,,Red Deer,AB,T4R1V5,(403) 343-6017
4478,St. Patricks Community School,56 Holt Street,,Red Deer,AB,T4N6A6,(403) 343-3238
4480,St. Teresa of Avila School,190 Glendale Boulevard,,Red Deer,AB,T4P2P7,(403) 346-0505
4481,Holy Family School,69 Douglas Avenue,,Red Deer,AB,T4R2L3,(403) 341-3777
4487,Buffalo Creek Learning Center,Buffalo Creek Learning Centre,"
Box 6000",Innisfail,AB,T4G1V1,(403) 227-7328
4490,Red Deer Polytechnic Early Childhood Services,Red Deer Polytechnic Child Car,"
100 College Boulevard",Red Deer,AB,T4N5H5,(403) 357-3600
4491,Gateway Christian School,4210 - 59 Street,,Red Deer,AB,T4N2M9,(403) 346-5795
4493,Parkland School Special Education,6016 - 45 Avenue,,Red Deer,AB,T4N3M4,(403) 347-3911
4494,Destiny Christian School Society,37557 Hwy 2A,,Red Deer County,AB,T4E1S2,(403) 343-6510
4497,Sylvan Meadow Adventist School,38424 Range Rd 20,,Red Deer County,AB,T0M0H0,(403) 887-5766
4498,South Side Christian School,37370 Range Road 271A,,Red Deer County,AB,T4S0T9,
4502,Bashaw School,Box 69,,Bashaw,AB,T0B0H0,(780) 372-3800
4503,Bawlf School,Box 130,,Bawlf,AB,T0B0J0,(780) 373-3784
4504,Battle River Alternative Centre For Education (BRACE),6205 48 Ave (north door),,Camrose,AB,T4V0K4,(780) 672-2205
4507,Hay Lakes School,P.O. Box 249,,Hay Lakes,AB,T0B1W0,(780) 878-3368
4510,New Norway School,P.O. Box 69,,New Norway,AB,T0B3L0,(780) 855-3936
4512,Round Hill School,2 Railway Ave NE,,Round Hill,AB,T0B3Z0,(780) 672-6654
4513,Sifton School,4807 - 43 Street,,Camrose,AB,T4V1A9,(780) 672-2980
4515,Camrose Colony School,5402 48A Avenue,,Camrose,AB,T4V0L3,(780) 672-6131
4541,Charlie Killam School,4809 - 46 Street,,Camrose,AB,T4V1G8,(780) 672-7785
4542,Chester Ronning School,6206 - 43 Avenue,,Camrose,AB,T4V0A7,(780) 672-5588
4543,Jack Stuart School,200 Mount Pleasant Drive,,Camrose,AB,T4V4B5,(780) 672-0880
4545,Camrose Composite High School,6205 48 Ave,,Camrose,AB,T4V0K4,(780) 672-4416
4549,Sparling School,5216 - 52 Avenue,,Camrose,AB,T4V0X4,(780) 672-0106
4570,Our Lady of Mount Pleasant Catholic School,39 Mount Pleasant Drive,,Camrose,AB,T4V2M3,(780) 672-2975
4571,St. Patrick Catholic School,4816 - 53 Avenue,,Camrose,AB,T4V0Y2,(780) 672-2177
4593,Countryside Christian School,P.O. Box 113,,Edberg,AB,T0B1J0,(780) 877-2654
4595,Cornerstone Christian Academy,P.O. Box 99,,Kingman,AB,T0B2M0,(780) 672-7197
4601,Big Valley School,P.O. Box 189,,Big Valley,AB,T0J0G0,(403) 876-2271
4602,Botha School,P.O. Box 100,,Botha,AB,T0C0N0,(403) 742-5187
4603,Byemoor School,P.O. Box 40,,Byemoor,AB,T0J0L0,(403) 579-3959
4604,Donalda School,P.O. Box 130,,Donalda,AB,T0B1H0,(403) 883-2195
4606,Erskine School,P.O. Box 124,,Erskine,AB,T0C1G0,(403) 742-5220
4609,Star Ridge Colony School,5031 50 Street,"
Box 1720",Stettler,AB,T0C2L0,(403) 741-9342
4610,Erskine Colony School,5031 50 Street,"
Box 1720",Stettler,AB,T0C2L0,(403) 741-9342
4611,Donalda Colony School,5031 50 Street,"
Box 1720",Stettler,AB,T0C2L1,(403) 741-9342
4612,Byemoor Colony School,5031 50 Street,"
Box 1720",Stettler,AB,T0C2L0,(403) 741-9342
4613,Gadsby Colony School,5031 50 Street,"
Box 1720",Stettler,AB,T0C2L1,(403) 741-9342
4616,Stettler Outreach School,5007 - 51 Street,,Stettler,AB,T0C2L0,(403) 742-3609
4644,William E Hay Composite High School,5411 - 50 Avenue,,Stettler,AB,T0C2L2,(403) 742-3466
4647,Stettler Elementary School,4808 - 54 Street,,Stettler,AB,T0C2L2,(403) 742-2235
4691,Lakeview Christian School,P.O. Box 1057,,Stettler,AB,T0C2L0,(403) 742-4840
4702,Daysland School,PO Box 340,,Daysland,AB,T0B1A0,(780) 374-3676
4703,Forestburg School,P.O. Box 490,,Forestburg,AB,T0B1N0,(780) 582-3792
4707,Killam Public School,P.O. Box 130,,Killam,AB,T0B2L0,(780) 385-3690
4710,Central High School Sedgewick,P.O. Box 40, ,Sedgewick,AB,T0B4C0,(780) 384-3817
